RollNumber,DOB - Year (group),EntryGrade (group),Major (group),DistanceToHanoi,EnglishAverageGrade
60206,1990.0,82.0,1.0,1071.0,6.15
60243,1990.0,67.0,1.0,1136.0,6.048888889
60252,1990.0,,1.0,1487.0,5.5
60318,1990.0,,1.0,1529.0,7.33
60343,1991.0,,1.0,109.0,6.28
60346,1991.0,,1.0,1136.0,5.85
60362,1991.0,,1.0,1529.0,8.03
60387,1991.0,,1.0,1529.0,7.47
60407,1991.0,,1.0,1595.0,6.91
60411,1991.0,,1.0,1674.0,6.0
60431,1992.0,,1.0,0.0,5.55
60443,1991.0,,1.0,1595.0,7.12
60454,1990.0,,1.0,1136.0,4.65
60461,1990.0,,1.0,302.0,5.15
60464,1991.0,,1.0,1529.0,7.41
60487,1991.0,,1.0,727.0,4.944827586
60510,1991.0,,1.0,125.0,6.624561404
60586,1991.0,73.0,1.0,1115.0,5.346987952
00001786,,,,,
00005603,,,,,
00005776,,,,,
00008149,,,,,
00009649,,,,,
00011020,,,,,
00011074,,,,,
00011115,,,,,
00012801,,,,,
00013575,,,,,
00014647,,,,,
00014656,,,,,
00016889,,,,,
00017230,,,,,
00017608,,,,,
00018085,,,,,
00025298,,,,,
00025917,,,,,
00026151,,,,,
00026627,,,,,
00027278,,,,,
00028058,,,,,
00029142,,,,,
00029631,,,,,
00029983,,,,,
00030598,,,,,
00032686,,,,,
00033096,,,,,
00033394,,,,,
00034054,,,,,
00034057,,,,,
00034224,,,,,
00034406,,,,,
00034705,,,,,
00035250,,,,,
00035324,,,,,
00035334,,,,,
00035478,,,,,
00035858,,,,,
00036119,,,,,
00036658,,,,,
00036660,,,,,
00037033,,,,,
00037209,,,,,
00037798,,,,,
00037805,,,,,
00038042,,,,,
00038149,,,,,
00039096,,,,,
00039335,,,,,
00039449,,,,,
00039450,,,,,
00039451,,,,,
00039617,,,,,
00039879,,,,,
00039882,,,,,
00039886,,,,,
00039887,,,,,
00040102,,,,,
00040318,,,,,
00040320,,,,,
00040350,,,,,
00040353,,,,,
00041177,,,,,
00041238,,,,,
00041337,,,,,
00041693,,,,,
00041697,,,,,
00041699,,,,,
00041700,,,,,
00042337,,,,,
00042350,,,,,
00042357,,,,,
00042371,,,,,
00042372,,,,,
00042381,,,,,
00042384,,,,,
00042385,,,,,
00042390,,,,,
00042398,,,,,
00042408,,,,,
00042412,,,,,
00042477,,,,,
00042481,,,,,
00042520,,,,,
00042590,,,,,
00042834,,,,,
00043071,,,,,
00043188,,,,,
00044169,,,,,
00044171,,,,,
00044174,,,,,
00044446,,,,,
00045057,,,,,
00045622,,,,,
00046497,,,,,
00046560,,,,,
00046683,,,,,
00046979,,,,,
00047107,,,,,
00047207,,,,,
00047734,,,,,
00048384,,,,,
00049118,,,,,
00050363,,,,,
00050592,,,,,
00051941,,,,,
00052044,,,,,
00052370,,,,,
00055345,,,,,
00055489,,,,,
00055871,,,,,
00056033,,,,,
00056291,,,,,
00057846,,,,,
00057905,,,,,
00057959,,,,,
00058378,,,,,
00059027,,,,,
00059487,,,,,
00059488,,,,,
00059789,,,,,
00062560,,,,,
00063150,,,,,
00063302,,,,,
00064457,,,,,
00064464,,,,,
00064499,,,,,
00065506,,,,,
00066389,,,,,
00066751,,,,,
00066754,,,,,
00067361,,,,,
00070579,,,,,
00071376,,,,,
00071495,,,,,
00071500,,,,,
B0012,1990.0,,,0.0,
B0026,1990.0,,,0.0,
B0053,1991.0,,0.0,140.0,4.64
B0065,1990.0,,0.0,0.0,7.87
B0089,1989.0,,0.0,90.0,5.83
B0093,1990.0,,0.0,217.0,6.72
B0097,1991.0,,,501.0,
B0104,1990.0,,0.0,160.0,5.6
B0111,1990.0,,,65.0,
B0122,1989.0,,,0.0,
B0131,1991.0,,,145.0,
B0136,1991.0,,0.0,92.0,8.1
B0137,1991.0,,0.0,1032.0,6.23
B0142,1991.0,,,125.0,
B0150,1990.0,,0.0,0.0,1.0
B0161,1988.0,,0.0,0.0,6.0
B0164,1987.0,,1.0,0.0,8.0
B0165,1990.0,,1.0,33.0,8.0
B0168,1990.0,,1.0,0.0,
B0169,1991.0,,,0.0,
B0184,1990.0,,,1852.0,
B0189,1991.0,,0.0,48.0,5.45
B0192,1990.0,,,0.0,
B0193,1990.0,,0.0,79.0,6.5
BA00208,1988.0,70.0,0.0,1136.0,6.34
BA00210,1992.0,,,1269.0,5.3
BA00221,1992.0,,,117.0,
BA00225,1989.0,76.0,0.0,0.0,6.031578947
BA00228,1992.0,,,65.0,5.5
BA00232,1992.0,71.0,0.0,0.0,5.419230769
BA00236,1991.0,73.0,0.0,0.0,6.2
BA00239,1991.0,82.0,0.0,63.0,1.95
BA00240,1992.0,82.0,0.0,52.0,4.73
BA00241,1992.0,,,0.0,
BA00245,1992.0,94.0,0.0,0.0,5.98
BA00250,1992.0,,,0.0,
ba00256,1991.0,73.0,1.0,218.0,6.7
BA00265,1992.0,90.0,0.0,92.0,5.73
BA00267,1990.0,70.0,0.0,217.0,6.35
BA00282,1992.0,76.0,0.0,0.0,7.5
BA00283,1992.0,79.0,0.0,52.0,5.93
BA00285,1991.0,91.0,0.0,0.0,6.78
BA00288,1992.0,91.0,0.0,111.0,6.2
BA00290,1992.0,77.0,0.0,48.0,5.4
BA00291,1992.0,85.0,0.0,218.0,5.82
BA00317,1992.0,68.0,0.0,0.0,5.75
BA00339,1988.0,75.0,0.0,48.0,5.44
BA00340,1992.0,73.0,0.0,70.0,7.2
BA00341,1992.0,86.0,0.0,92.0,6.68
BA00343,1990.0,84.0,0.0,90.0,4.231914894
BA00353,1992.0,65.0,1.0,70.0,0.0
BA00355,1987.0,,0.0,302.0,5.1
BA00362,1991.0,,,0.0,0.0
BA00363,1988.0,81.0,0.0,92.0,6.12
BA00369,1992.0,65.0,0.0,52.0,5.54
BA00376,1990.0,,0.0,0.0,6.04
BA00377,1988.0,,0.0,0.0,6.8
BA00380,1991.0,,0.0,0.0,3.531578947
BA00381,1992.0,,0.0,0.0,6.22
BA00382,1989.0,,0.0,302.0,6.1
EX13001,,,,,6.8
EX13002,,,,,5.8
EX13003,,,,,6.0
EX13004,,,,,5.2
EX13005,,,,,5.2
EX13006,,,,,
EX14001,,,,,
EX14002,,,,,
EX14003,,,,,
EX14004,,,,,
EX14005,,,,,
EX14006,,,,,
EX14007,,,,,
EX14008,,,,,
EX14009,,,,,
EX14011,,,,,
EX14039,,,,,
EX14041,,,,,7.6
EX14042,,,,,
EX14043,,,,,
EX14044,,,,,
EX14045,,,,,
EX14046,,,,,
EX14057,,,,,
EX14059,,,,,
EX14067,,,,,4.3
EX14068,,,,,
EX14071,,,,,7.508333333
EX14072,,,,,3.966666667
EX14073,,,,,3.325
EX14074,,,,,3.791666667
EX14075,,,,,3.791666667
EX14078,,,,,
EX14079,,,,,
EX14080,,,,,
EX14082,,,,,
EX14083,,,,,
EX14085,,,,,
EX14087,,,,,8.4
FB00008,1992.0,,,0.0,
FB00029,1992.0,,,0.0,
FB00050,1992.0,,,82.0,
FB00064,1992.0,89.0,0.0,0.0,0.0
FB00088,1992.0,83.0,0.0,26.0,6.14
FB00089,1992.0,92.0,0.0,218.0,6.46
FB00114,1991.0,77.0,0.0,0.0,5.6
FB00128,1992.0,91.0,0.0,0.0,5.88
FB00137,1992.0,83.0,0.0,0.0,4.58
FB00167,1992.0,,,198.0,
FB00176,1992.0,81.0,0.0,218.0,5.93
FB00182,1992.0,72.0,0.0,0.0,6.24
FB00203,1992.0,90.0,0.0,0.0,8.21
FB00210,1992.0,80.0,0.0,0.0,5.9
FB00216,1992.0,76.0,0.0,0.0,6.8
FB00217,1991.0,94.0,0.0,0.0,6.28
FB00219,1992.0,93.0,0.0,92.0,6.62
FB00221,1990.0,91.0,0.0,153.0,5.58
FB00224,1992.0,89.0,0.0,89.0,6.36
FB00230,1992.0,82.0,0.0,0.0,5.97
FB00235,1992.0,80.0,0.0,0.0,5.57
FB00237,1992.0,90.0,0.0,0.0,8.6
FB00247,1992.0,78.0,0.0,90.0,9.1
FB00271,1992.0,71.0,0.0,49.0,6.13
FB00291,1992.0,76.0,0.0,90.0,5.52
FB00309,1992.0,75.0,0.0,111.0,6.9
FB00317,1989.0,,,0.0,6.7
FB00325,1990.0,,0.0,302.0,5.48
FB00327,1991.0,,,767.0,
FB00334,1992.0,,,0.0,
FB00338,1991.0,80.0,0.0,0.0,4.6
FB00362,1992.0,81.0,0.0,111.0,5.78
FB00365,1992.0,81.0,0.0,111.0,5.64
FB00380,1991.0,70.0,0.0,0.0,9.8
FB00381,1992.0,79.0,0.0,0.0,5.42
FB00396,1992.0,65.0,0.0,218.0,6.12
FB00408,1992.0,78.0,0.0,153.0,5.75
FB00409,1992.0,65.0,0.0,218.0,6.2
FB00415,1992.0,90.0,0.0,0.0,5.34
FB00420,1992.0,80.0,0.0,0.0,5.52
FB00434,1992.0,74.0,0.0,160.0,5.72
FB00436,1992.0,65.0,1.0,218.0,0.0
FB00447,1990.0,,0.0,0.0,6.03
FB00453,1986.0,71.0,0.0,70.0,5.87
FB00455,1992.0,66.0,0.0,216.0,5.78
FB00478,1992.0,80.0,0.0,70.0,6.0
FB00480,1992.0,73.0,0.0,0.0,6.02
FB00486,1992.0,69.0,0.0,0.0,6.16
Fb00502,1989.0,90.0,0.0,0.0,5.95
FB00503,1991.0,92.0,0.0,1187.0,6.98
FB00504,1992.0,74.0,1.0,0.0,
FB00507,1989.0,,0.0,145.0,5.94
FB00509,1990.0,,0.0,70.0,4.6
FB00512,1988.0,,,103.0,
FB00526,1992.0,,0.0,153.0,5.68
FB00536,1988.0,,0.0,33.0,5.8
FB00537,1992.0,,1.0,0.0,5.027586207
FB00538,1990.0,,0.0,218.0,5.95
FB00540,1990.0,,0.0,0.0,5.85
GH12009,,,,,5.0
GH12012,,,,,3.1
GH12015,,,,,4.3
GH12019,,,,,5.0
GH12025,,,,,3.833333333
GH12028,,,,,4.0
GH12029,,,,,5.2
GH12031,,,,,3.1
GH12038,,,,,5.166666667
GH12041,,,,,
GH12045,,,,,6.9
GH12047,,,,,2.45
GH12048,,,,,0.0
GH12053,,,,,2.3
GH12058,,,,,3.933333333
GH12060,,,,,5.9
GH12061,,,,,0.0
GH12066,,,,,5.45
GH12097,,,,,0.0
GH12119,,,,,2.7
GH12127,,,,,4.6
GH12144,,,,,2.7
GH12151,,,,,4.7
GH12162,,,,,
GH12167,,,,,
GH14001,,,,,5.333333333
GH101031,1987.0,,1.0,0.0,0.2
GT00027,,,1.0,,0.0
gt00096,,,1.0,0.0,6.5
GT00110,,,1.0,606.0,0.0
MSE0001,,,,,
MSE0002,,,,,
MSE0003,,,,,
MSE0004,,,,,
MSE0005,,,,,
MSE0006,,,,,
MSE0007,,,,,
MSE0008,,,,,
MSE0009,,,,,
MSE0010,,,,,
MSE0011,,,,,
MSE0012,,,,,
MSE0013,,,,,
MSE0014,,,,,
MSE0015,,,,,
MSE0016,,,,,
MSE0017,,,,,
MSE0018,,,,,
MSE0019,,,,,
MSE0020,,,,,
MSE0021,,,,,
MSE0022,,,,,
MSE0023,,,,,
MSE0024,,,,,
MSE0025,,,,,
MSE0026,,,,,
MSE0027,,,,,
MSE0028,,,,,
MSE0029,,,,,
MSE0030,,,,,
MSE0031,,,,,
S0005,,,1.0,,4.833333333
S00009,,,1.0,,
S00010,,,1.0,,
S00011,,,1.0,,
SB00908,1993.0,,0.0,0.0,6.833333333
SB00909,1993.0,,0.0,0.0,7.36
SB00910,1993.0,,0.0,92.0,7.211538462
SB00911,1993.0,,0.0,0.0,6.839393939
SB00913,1993.0,,0.0,0.0,7.95625
SB00915,1993.0,,0.0,0.0,7.484848485
SB00917,1992.0,,0.0,302.0,6.088732394
SB00919,1993.0,,0.0,0.0,5.17979798
SB00920,1993.0,,0.0,0.0,7.0
SB00921,1993.0,,0.0,0.0,5.94
SB00922,1993.0,,0.0,0.0,6.375
SB00923,1992.0,,0.0,33.0,5.42
SB00924,1993.0,,0.0,0.0,6.45
SB00925,1993.0,,0.0,90.0,6.366666667
SB00926,1994.0,,0.0,0.0,6.475
SB00927,1993.0,,0.0,0.0,5.855319149
SB00929,1993.0,,0.0,0.0,3.575
SB00930,1992.0,,0.0,0.0,6.26
SB00931,1992.0,,0.0,111.0,5.810638298
SB00932,1993.0,,0.0,90.0,5.581818182
SB00933,1993.0,,0.0,0.0,6.745
SB00935,1993.0,,0.0,0.0,5.7
SB00937,1992.0,,0.0,52.0,5.166666667
SB00939,1993.0,,0.0,0.0,6.875
SB00940,1993.0,,0.0,70.0,7.166666667
SB00941,1993.0,,0.0,0.0,6.2425
SB00942,1993.0,67.0,0.0,0.0,9.3
SB00943,1993.0,,0.0,0.0,6.942307692
SB00944,1993.0,,0.0,92.0,6.301408451
SB00945,1992.0,,0.0,0.0,6.716666667
SB00946,1993.0,,0.0,0.0,7.2
SB00947,1993.0,,0.0,89.0,5.12
SB00949,1993.0,,0.0,0.0,5.5625
SB00951,1993.0,,0.0,49.0,5.8625
SB00952,1993.0,,0.0,0.0,5.766666667
SB00953,1993.0,,0.0,0.0,6.5
SB00954,1993.0,,0.0,0.0,5.05
SB00955,1993.0,,0.0,0.0,5.85
SB00957,1992.0,,0.0,0.0,5.833333333
SB00958,1993.0,,0.0,48.0,6.1
SB00959,1993.0,,0.0,0.0,6.83030303
SB00960,1993.0,,0.0,0.0,6.5
SB00961,1993.0,74.0,0.0,0.0,6.325
SB00962,1993.0,,0.0,0.0,6.1
SB00963,1993.0,,0.0,0.0,6.54
SB00964,1993.0,,0.0,90.0,6.76056338
SB00965,1993.0,,0.0,0.0,6.28
SB00966,1993.0,,0.0,0.0,5.916666667
SB00967,1993.0,,0.0,0.0,7.453846154
SB00969,1992.0,,0.0,33.0,5.566666667
SB00970,1993.0,,0.0,90.0,5.257142857
SB00971,1993.0,,0.0,0.0,5.966666667
SB00972,1993.0,,0.0,0.0,6.5
SB00973,1994.0,,0.0,92.0,6.6
SB00974,1990.0,,0.0,0.0,5.65
SB00975,1993.0,,0.0,0.0,6.475
SB00976,1993.0,,0.0,92.0,4.829787234
SB00977,1992.0,,0.0,92.0,5.4
SB00978,1992.0,,0.0,0.0,6.0925
SB00979,1993.0,,0.0,0.0,5.925
SB00980,1993.0,,0.0,79.0,6.071428571
SB00981,1993.0,,0.0,302.0,5.6
SB00982,1993.0,,0.0,217.0,6.82
SB00983,1993.0,87.0,0.0,153.0,5.6
SB00984,1992.0,,0.0,49.0,4.75
SB00985,1993.0,,0.0,0.0,4.522222222
SB00986,1993.0,68.0,0.0,0.0,6.365384615
SB00987,1993.0,64.0,0.0,0.0,5.326865672
SB00989,1993.0,,0.0,111.0,4.861111111
SB00990,1993.0,,0.0,0.0,5.95
SB00991,1993.0,,0.0,0.0,6.781818182
SB00993,1993.0,,0.0,92.0,5.1
SB00994,1993.0,,0.0,33.0,6.42
SB00995,1993.0,,0.0,92.0,5.715384615
SB00999,1993.0,,0.0,0.0,6.283333333
SB01000,1993.0,,0.0,0.0,6.857692308
SB01002,1993.0,,0.0,0.0,6.582716049
SB01003,1993.0,,0.0,111.0,7.4
SB01004,1993.0,,0.0,33.0,6.46
SB01005,1993.0,,0.0,218.0,7.259574468
SB01006,1993.0,,0.0,79.0,5.416666667
SB01007,1993.0,,0.0,26.0,5.6325
SB01010,1993.0,,0.0,0.0,5.875
SB01011,1993.0,,0.0,79.0,6.105
SB01012,1993.0,,0.0,0.0,5.833333333
SB01013,1993.0,,0.0,0.0,7.003846154
SB01014,1991.0,,0.0,92.0,6.148387097
SB01015,1993.0,,0.0,92.0,6.856338028
SB01016,1993.0,,0.0,111.0,4.890588235
SB01017,1993.0,,0.0,0.0,7.866666667
SB01018,1993.0,,0.0,0.0,6.62
SB01019,1993.0,,0.0,26.0,5.057142857
SB01020,1993.0,,0.0,92.0,6.7
SB01021,1991.0,,0.0,92.0,5.06
SB01022,1993.0,,0.0,111.0,7.7025
SB01023,1993.0,,0.0,52.0,5.866666667
SB01024,1993.0,,0.0,0.0,5.721212121
SB01025,1993.0,,0.0,89.0,6.316666667
SB01026,1993.0,,0.0,0.0,6.44
SB01027,1993.0,,0.0,79.0,6.361971831
SB01028,1993.0,,0.0,0.0,7.49787234
SB01029,1993.0,,0.0,0.0,5.483333333
SB01030,1993.0,,0.0,0.0,6.133333333
SB01032,1993.0,75.0,0.0,160.0,7.05
SB01033,1992.0,,0.0,0.0,5.492631579
SB01034,1993.0,76.0,0.0,52.0,6.534615385
SB01035,1993.0,,0.0,217.0,6.066666667
SB01036,1993.0,,0.0,48.0,6.9
SB01037,1993.0,,0.0,0.0,7.033333333
SB01038,1993.0,,0.0,153.0,5.766666667
SB01040,1993.0,,0.0,90.0,6.64
SB01041,1993.0,,0.0,0.0,5.366666667
SB01042,1993.0,,0.0,302.0,5.68
SB01043,1993.0,,0.0,0.0,5.74
SB01044,1993.0,,0.0,218.0,5.75
SB01045,1993.0,,1.0,218.0,6.55
SB01046,1993.0,,0.0,26.0,6.736170213
SB01048,1993.0,,0.0,52.0,6.175
SB01049,1993.0,,0.0,0.0,6.45
SB01050,1993.0,,0.0,52.0,5.570175439
SB01051,1993.0,64.0,0.0,92.0,7.006060606
SB01052,1993.0,,0.0,0.0,6.7
SB01053,1993.0,,0.0,49.0,6.55
SB01054,1993.0,,0.0,52.0,5.9
SB01055,1993.0,,0.0,90.0,6.3
SB01056,1993.0,,0.0,26.0,5.442857143
SB01057,1993.0,,0.0,0.0,5.433333333
SB01058,1991.0,,0.0,218.0,4.73
SB01059,1993.0,,0.0,0.0,7.0
SB01060,1993.0,,0.0,0.0,4.171428571
SB01062,1993.0,78.0,0.0,26.0,4.8
SB01064,1993.0,74.0,0.0,90.0,5.854545455
SB01065,1993.0,,0.0,92.0,6.6375
SB01066,1993.0,,0.0,0.0,5.72
SB01067,1993.0,,0.0,0.0,6.9
SB01070,1993.0,,0.0,70.0,5.816666667
SB01071,1993.0,,0.0,1047.0,6.433333333
SB01073,1992.0,,0.0,228.0,6.677777778
SB01075,1993.0,,0.0,0.0,6.533333333
SB01076,1992.0,,0.0,111.0,6.36
SB01077,1993.0,,0.0,90.0,4.627777778
SB01078,1993.0,,0.0,1309.0,5.64
SB01079,1993.0,,0.0,0.0,6.766666667
SB01080,1993.0,,0.0,79.0,5.9
SB01082,1993.0,,0.0,33.0,5.785714286
SB01084,1992.0,,0.0,92.0,6.012121212
SB01085,1993.0,,0.0,218.0,6.4125
SB01086,1993.0,,0.0,49.0,6.016666667
SB01087,1993.0,,0.0,0.0,4.72
SB01089,1993.0,62.0,0.0,0.0,5.558208955
SB01090,1993.0,,0.0,0.0,6.275
SB01091,1993.0,,0.0,90.0,6.64
SB01092,1993.0,,0.0,52.0,5.052941176
SB01093,1992.0,,0.0,111.0,3.342857143
SB01095,1993.0,,0.0,153.0,5.342857143
SB01096,1993.0,,0.0,0.0,
SB01097,1993.0,,0.0,0.0,6.2
SB01098,1993.0,,0.0,0.0,6.5
SB01099,1993.0,,0.0,0.0,7.06
SB01100,1993.0,65.0,0.0,153.0,6.433333333
SB01102,1993.0,,0.0,0.0,6.246666667
SB01103,1993.0,,0.0,0.0,5.833333333
SB01104,1993.0,,0.0,52.0,4.725
SB01105,1993.0,78.0,0.0,48.0,4.452112676
SB01106,1993.0,,0.0,90.0,5.233333333
SB01107,1993.0,,0.0,0.0,5.75
SB01108,1993.0,,0.0,52.0,5.88
SB01110,1992.0,65.0,0.0,48.0,4.333333333
SB01111,1993.0,70.0,0.0,63.0,6.3
SB01112,1993.0,,0.0,0.0,5.142857143
SB01113,1993.0,,0.0,33.0,5.68
SB01115,1993.0,,0.0,160.0,6.08
SB01116,1993.0,,0.0,0.0,6.0
SB01117,1993.0,,0.0,0.0,5.525
SB01118,1993.0,,0.0,0.0,5.8
SB01119,1988.0,,0.0,302.0,5.539393939
SB01121,1992.0,,0.0,90.0,0.2
SB01126,1993.0,,0.0,26.0,4.64
SB01127,1993.0,,0.0,0.0,6.4875
SB01128,1993.0,,0.0,49.0,6.523404255
SB01129,1993.0,,0.0,0.0,4.74
SB01130,1985.0,,0.0,90.0,5.52962963
SB01132,1993.0,,0.0,0.0,7.17
SB01133,1993.0,,0.0,301.0,5.557446809
SB01135,1993.0,,0.0,70.0,5.257142857
SB01136,1993.0,69.0,0.0,0.0,6.566666667
SB01137,1993.0,,0.0,153.0,6.0
SB01138,1993.0,,0.0,0.0,6.325
SB01139,1993.0,,0.0,0.0,5.814893617
SB01140,1993.0,67.0,0.0,153.0,5.746666667
SB01141,1990.0,,0.0,0.0,5.775
SB01142,1993.0,,0.0,402.0,6.84691358
SB01143,1993.0,,0.0,160.0,5.671428571
SB01145,1993.0,,0.0,0.0,5.98
SB01147,1992.0,,0.0,0.0,6.83030303
SB01148,1993.0,,0.0,0.0,5.6
SB01149,1993.0,,0.0,92.0,6.725
SB01151,1993.0,,0.0,153.0,6.133333333
SB01153,1993.0,,0.0,0.0,5.933333333
SB01154,1993.0,,0.0,0.0,5.95
SB01155,1993.0,,0.0,92.0,6.716666667
SB01157,1993.0,71.0,0.0,111.0,6.433333333
SB01158,1993.0,,0.0,160.0,5.95
SB01159,1993.0,,0.0,111.0,6.333333333
SB01160,1993.0,,0.0,0.0,7.170212766
SB01161,1993.0,76.0,0.0,90.0,6.466666667
SB01162,1993.0,,0.0,111.0,6.5
SB01163,1993.0,,0.0,218.0,6.0
SB01164,1993.0,,0.0,49.0,4.375
SB01165,1993.0,,0.0,90.0,5.625
SB01166,1993.0,,0.0,49.0,6.434042553
SB01167,1993.0,68.0,0.0,0.0,4.8
SB01168,1993.0,,0.0,140.0,6.610447761
SB01169,1993.0,,0.0,0.0,5.75
SB01170,1991.0,,0.0,92.0,6.3
SB01171,1993.0,,0.0,52.0,6.283950617
SB01173,1992.0,,0.0,0.0,5.64
SB01174,1993.0,,0.0,90.0,5.5
SB01176,1990.0,,0.0,0.0,7.533333333
SB01177,1993.0,,0.0,0.0,6.95
SB01179,1993.0,,0.0,153.0,6.08
SB01180,1993.0,,0.0,0.0,5.6
SB01181,1993.0,,0.0,0.0,5.866666667
SB01183,1993.0,,0.0,52.0,5.9
SB01184,1992.0,,0.0,52.0,5.98
SB01186,1993.0,,0.0,228.0,5.225
SB01187,1993.0,,0.0,90.0,5.1
SB01188,1993.0,,0.0,0.0,6.378723404
SB01189,1984.0,,0.0,0.0,5.9
SB01190,1990.0,,0.0,0.0,5.966666667
SB01192,1991.0,,0.0,111.0,5.846296296
SB01193,1993.0,,0.0,0.0,5.3
SB01194,1993.0,,0.0,218.0,5.54
SB01195,1993.0,,0.0,63.0,5.983333333
Sb01197,1993.0,,0.0,63.0,5.825
SB01198,1993.0,,0.0,218.0,6.38
SB01199,1993.0,,0.0,0.0,6.675
SB01200,1993.0,,0.0,49.0,5.871428571
SB01201,1993.0,,0.0,0.0,5.975
SB01202,1993.0,,0.0,302.0,5.6
SB01203,1993.0,,0.0,218.0,5.44
SB01205,1993.0,,0.0,0.0,7.642105263
SB01211,,,,0.0,5.1
SB01212,1991.0,,0.0,92.0,6.566666667
SB01213,1992.0,,0.0,218.0,5.385714286
SB01217,1993.0,,0.0,92.0,6.4
SB01218,1992.0,,0.0,218.0,5.725
SB01219,1993.0,,0.0,0.0,6.4
SB01220,1993.0,,0.0,0.0,6.616666667
SB01222,1993.0,,0.0,0.0,7.033333333
SB01223,1990.0,,0.0,0.0,5.525
SB01224,1993.0,,0.0,0.0,6.0
SB01225,1993.0,,0.0,49.0,4.341666667
SB01227,1993.0,,0.0,0.0,6.65
SB01228,1990.0,,0.0,65.0,6.65
SB01232,,,0.0,89.0,5.7
SB01233,1994.0,62.0,0.0,0.0,5.166666667
SB01234,1992.0,82.0,0.0,0.0,7.363636364
SB01235,1993.0,,0.0,0.0,5.7
SB01236,1994.0,74.0,0.0,70.0,6.0
SB01237,1994.0,,0.0,0.0,7.2
SB01238,1994.0,,0.0,90.0,3.533333333
SB01239,1992.0,,0.0,111.0,5.0
SB01240,1994.0,71.0,0.0,0.0,6.475
SB01241,1994.0,63.0,0.0,92.0,6.525
SB01242,1994.0,73.0,0.0,92.0,5.7
SB01243,1994.0,66.0,0.0,92.0,6.912121212
SB01244,1994.0,88.0,0.0,0.0,6.127272727
SB01245,1994.0,,0.0,0.0,2.2
SB01246,1994.0,67.0,0.0,63.0,5.74
SB01247,1994.0,80.0,0.0,52.0,6.0
SB01248,1993.0,82.0,0.0,153.0,6.525
SB01249,1994.0,79.0,0.0,26.0,5.92
SB01250,1990.0,85.0,0.0,0.0,6.18
SB01251,1994.0,67.0,0.0,92.0,6.55
SB01252,1994.0,85.0,0.0,0.0,7.336363636
SB01253,1994.0,70.0,0.0,295.0,4.5
SB01254,1994.0,65.0,0.0,0.0,5.116666667
SB01256,1994.0,84.0,0.0,0.0,6.180769231
SB01257,1993.0,73.0,0.0,0.0,5.76
SB01259,1994.0,71.0,0.0,26.0,5.071428571
SB01260,1993.0,,0.0,33.0,4.0
SB01261,1994.0,,0.0,33.0,4.0
SB01262,1994.0,,0.0,0.0,0.0
SB01263,1994.0,65.0,0.0,0.0,5.64
SB01264,1994.0,,0.0,153.0,4.0
SB01265,1994.0,84.0,0.0,218.0,6.25
SB01266,1994.0,66.0,0.0,89.0,6.184848485
SB01267,1994.0,80.0,0.0,218.0,6.175
SB01268,1992.0,,0.0,90.0,4.641860465
SB01269,1994.0,67.0,0.0,0.0,5.35
SB01270,1993.0,76.0,0.0,90.0,6.809090909
SB01271,1994.0,68.0,0.0,89.0,6.525
SB01272,1994.0,67.0,0.0,0.0,5.12
SB01273,1994.0,87.0,0.0,153.0,5.56
SB01274,1992.0,87.0,0.0,63.0,7.075
SB01275,1994.0,71.0,0.0,153.0,4.883333333
SB01276,1994.0,66.0,0.0,0.0,6.0
SB01278,1994.0,,0.0,0.0,5.85
SB01279,1994.0,,0.0,0.0,4.1
SB01280,1994.0,69.0,0.0,0.0,6.8
SB01281,1994.0,79.0,0.0,0.0,6.2
SB01282,1994.0,,0.0,218.0,
SB01283,1993.0,70.0,0.0,92.0,6.93030303
SB01284,1994.0,,0.0,49.0,
SB01285,1994.0,79.0,0.0,90.0,5.8
SB01288,1994.0,,0.0,0.0,5.0
SB01289,1994.0,77.0,0.0,79.0,6.4
SB01290,1994.0,74.0,0.0,0.0,5.621276596
SB01291,1994.0,,0.0,89.0,5.125
SB01292,1994.0,,0.0,0.0,5.55
SB01293,1994.0,72.0,0.0,0.0,6.7
SB01294,1994.0,,0.0,0.0,6.15
SB01295,1994.0,76.0,0.0,111.0,5.266666667
SB01296,1994.0,63.0,0.0,111.0,6.325
SB01297,1994.0,,0.0,0.0,4.0
SB01298,1994.0,87.0,0.0,0.0,6.92
SB01299,1994.0,68.0,0.0,0.0,6.865384615
SB01300,1994.0,,0.0,111.0,
SB01301,1994.0,74.0,0.0,0.0,5.55
SB01302,1994.0,66.0,0.0,0.0,4.883333333
SB01303,1993.0,67.0,0.0,0.0,6.634615385
SB01304,1994.0,,0.0,92.0,4.0
SB01305,1994.0,65.0,0.0,0.0,4.0
SB01306,1994.0,,0.0,153.0,5.966666667
SB01308,1994.0,69.0,0.0,26.0,6.625
SB01309,,,0.0,0.0,5.3
SB01310,1993.0,88.0,0.0,0.0,7.06
SB01311,1994.0,67.0,0.0,0.0,6.22
SB01312,1994.0,78.0,0.0,0.0,5.996969697
SB01313,1993.0,80.0,0.0,228.0,5.66
SB01314,1994.0,75.0,0.0,111.0,5.075
SB01315,1994.0,83.0,0.0,0.0,6.996969697
SB01317,1994.0,,0.0,0.0,5.9
SB01318,1994.0,68.0,0.0,0.0,6.878787879
SB01319,1993.0,63.0,0.0,26.0,5.82
SB01320,1994.0,,0.0,26.0,
SB01321,1994.0,73.0,0.0,52.0,4.5
